Ws_avg,Ws_min,Ws_max,Ws_std,Wa_avg,Wa_min,Wa_max,Wa_std,P_avg,Ot_avg,Ot_min,Ot_max,Ot_std
5.04,3.99,6.8899999,0.43000001,246.45,186.39999,292.22,14.16,122.96,7.5,7.4000001,7.550000199999999,0.0099999998
5.3899999,4.04,7.4499998,0.62,251.58,142.78999,332.95999,12.85,190.94,7.6399999,7.5999999,7.800000199999999,0.07
4.1300001,1.47,6.21,0.88,11.35,285.45001,58.259998,19.67,59.869999,7.800000199999999,7.6999998,7.9000001,0.090000004
5.5300002,3.8599999,7.4000001,0.63,242.50999,170.02,317.37,12.38,226.66,7.9200001,7.9000001,8.0,0.029999999
4.4299998,2.77,6.1300001,0.75,258.26001,199.58,349.95001,17.74,84.120003,7.8499999,7.5999999,8.0,0.090000004
3.3,0.0,5.4699998,0.99000001,13.08,226.56,71.220001,90.660004,19.780001,7.9299998,7.6999998,8.1000004,0.079999998
5.5900002,3.76,7.550000199999999,0.64999998,250.42999,200.73,289.23001,12.7,179.39,7.4099998,7.3000002,7.550000199999999,0.1
5.1799998,3.7,6.8099999,0.6900000000000001,241.67999,167.57001,314.51999,12.86,180.84,7.9899998,7.9000001,8.1000004,0.029999999
3.0999999,0.0,7.0,1.84,8.8999996,240.00999,61.439999,128.17,32.669998,7.96,7.6999998,8.1000004,0.14
5.3299999,3.76,6.9499998,0.58999997,242.81,212.41,305.14999,11.76,201.17999,7.9899998,7.9000001,8.1000004,0.029999999
5.1199999,3.1800001,6.9699998,0.67000002,248.97,183.5,335.04999,14.52,138.62,7.71,7.5999999,8.0,0.13
4.3600001,2.99,6.0700002,0.6900000000000001,249.99001,189.14,304.64999,15.28,51.529999,7.46,7.3000002,7.5999999,0.079999998
5.3200002,3.78,6.77,0.60000002,2.96,329.38,48.869999,11.46,213.00999,7.73,7.6500001,7.9000001,0.07
5.1300001,3.3099999,6.7399998,0.63999999,241.14,207.78,333.66,11.65,185.56,8.0,7.9000001,8.1999998,0.029999999
5.1199999,3.3800001,6.9299998,0.60000002,253.61,210.41,320.0,13.08,146.83,7.6500001,7.5999999,7.800000199999999,0.07
5.0599999,3.6700001,6.9699998,0.55000001,243.09,176.53,283.17001,13.01,122.23,7.3699999,7.3000002,7.5,0.079999998
4.6799998,3.0999999,6.54,0.62,241.94,209.92999,298.14999,13.82,90.459999,7.8299999,7.5999999,8.0,0.079999998
4.0700002,2.9300001,5.75,0.56999999,1.39,293.38,46.98,15.05,64.620003,7.9699998,7.6999998,8.1000004,0.090000004
4.7399998,3.25,6.6900001,0.68000001,236.2,181.31,301.73001,15.21,109.57,8.1899996,8.0,8.25,0.039999999
4.5500002,3.05,6.29,0.6900000000000001,239.45,171.87,280.39001,16.809999,79.800003,7.5100002,7.3000002,7.5999999,0.07
5.3699999,3.9400001,7.2800002,0.56999999,246.56,204.42999,278.62,11.41,161.05,7.5100002,7.5,7.5999999,0.029999999
4.6100001,2.5999999,6.27,0.70999998,5.6999998,315.98001,44.720001,13.39,103.19,8.0699997,7.9000001,8.1999998,0.059999999
4.8299999,3.0599999,6.6599998,0.58999997,249.97,178.08,327.51001,15.82,131.62,7.8699999,7.800000199999999,8.0500002,0.090000004
4.71,3.4200001,6.7800002,0.60000002,241.14999,185.74001,276.76999,14.53,101.24,8.2200003,8.1999998,8.3000002,0.029999999
3.0799999,0.0,5.0799999,1.0700001,0.94,275.41,75.239998,21.73,12.62,8.1599998,8.1000004,8.1999998,0.039999999
3.8499999,2.5799999,5.4000001,0.58999997,249.61,189.08,311.57001,18.360001,27.700001,8.29,8.1999998,8.3000002,0.029999999
4.79,3.1900001,6.9200001,0.77999997,257.14001,172.67,311.73999,15.48,127.79,7.9099998,7.800000199999999,8.1000004,0.1
5.3099999,3.74,6.8699999,0.61000001,247.53,192.17999,284.09,13.09,145.45,7.52,7.5,7.5999999,0.039999999
3.6700001,2.46,4.8299999,0.49000001,0.49000001,284.28,82.730003,18.969999,28.709999,8.1499996,8.1000004,8.1999998,0.039999999
5.1399999,3.7,6.4200001,0.47999999,244.03,200.09,283.28,10.53,129.34,7.5599999,7.5,7.5999999,0.039999999
3.55,0.0,4.7199998,0.68000001,242.39,181.77,310.47,19.85,16.860001,8.29,8.1999998,8.3999996,0.029999999
4.5700002,3.02,6.1700001,0.66000003,258.5,205.97,324.75,15.5,96.190002,8.0,7.800000199999999,8.1000004,0.059999999
4.6500001,3.04,6.4099998,0.60000002,348.34,271.51001,45.619999,12.82,102.23,8.0100002,7.9000001,8.1999998,0.12
4.1100001,2.6700001,5.52,0.56,246.67,184.78999,341.70001,19.940001,40.27,8.0299997,8.0,8.1000004,0.039999999
4.54,3.1099999,6.0500002,0.56999999,242.58,176.36,287.53,16.58,74.029999,7.6399999,7.5,7.800000199999999,0.079999998
4.3099999,3.0,5.8000002,0.58999997,226.98,182.81,276.67999,15.7,68.0,8.2299995,8.1999998,8.3000002,0.039999999
4.75,3.6400001,6.46,0.5,231.07001,166.97,273.98999,14.5,120.83,8.1899996,8.0,8.1999998,0.039999999
4.8299999,2.8800001,7.1700001,0.81,233.33,193.66,308.31,12.47,119.58,7.96,7.800000199999999,8.1000004,0.11
4.6999998,2.9000001,7.1900001,0.72000003,350.75,297.76001,68.330002,12.31,118.05,7.9099998,7.800000199999999,8.1000004,0.029999999
5.0100002,3.27,7.0,0.7599999900000001,234.41,182.03999,9.0699997,15.95,124.5,7.5599999,7.5,7.800000199999999,0.059999999
5.23,3.6800001,7.1399999,0.62,240.53,193.56,280.01001,11.83,182.28999,8.1400003,8.0,8.1999998,0.079999998
5.4400001,3.8099999,7.0900002,0.6900000000000001,243.61,199.17,281.87,12.57,173.12,7.4499998,7.3000002,7.550000199999999,0.079999998
5.6700001,4.1900001,7.27,0.60000002,250.42999,214.74001,279.17999,10.88,226.92,7.7800002,7.5999999,7.800000199999999,0.050000001
4.4299998,2.95,6.6300001,0.6900000000000001,4.8699999,317.98001,53.630001,16.200001,93.099998,7.9200001,7.800000199999999,8.1000004,0.059999999
5.6199999,3.3199999,7.3899999,0.74000001,243.69,195.91,275.92999,10.8,213.49001,7.3499999,7.3000002,7.5,0.090000004
4.5900002,3.1300001,6.29,0.66000003,245.35001,195.96001,285.45001,15.53,96.660004,8.1999998,8.1000004,8.3000002,0.02
5.27,3.45,7.5700002,0.73000002,252.39999,203.17999,292.95999,13.22,176.09,7.79,7.5999999,7.9000001,0.039999999
4.5100002,2.6099999,6.5900002,0.73000002,0.19,297.41,63.0,14.55,114.75,7.96,7.800000199999999,8.1000004,0.079999998
4.8000002,3.21,7.52,0.74000001,253.89999,184.57001,317.06,15.48,112.56,7.77,7.5999999,8.0,0.07
4.3800001,2.8599999,5.8200002,0.54000002,359.92999,306.79999,55.23,14.68,96.400002,7.9200001,7.9000001,8.1000004,0.050000001
5.1999998,3.46,7.1399999,0.63999999,249.56,200.11,292.98999,12.76,141.0,7.46,7.3000002,7.5,0.07
4.8200002,3.46,6.8899999,0.62,240.64999,193.98,321.09,14.84,122.1,8.1700001,8.0,8.1999998,0.059999999
4.7600002,3.28,8.0900002,0.77999997,243.61,191.77,301.59,15.97,96.32,7.52,7.4000001,7.5999999,0.029999999
5.2800002,3.6800001,7.04,0.69999999,248.33,171.57001,256.60001,46.560001,184.42,7.7600002,7.5999999,7.800000199999999,0.07
5.4200001,3.4300001,7.1599998,0.82999998,243.48,187.35001,288.26999,13.32,203.47,8.1000004,8.0,8.1999998,0.090000004
4.5999999,3.01,6.4000001,0.6900000000000001,359.26001,300.87,105.24,16.049999,106.43,7.9099998,7.800000199999999,8.1000004,0.029999999
5.1199999,3.3800001,7.0,0.70999998,255.14999,197.25999,287.92001,11.61,139.66,8.1300001,8.0,8.1999998,0.079999998
6.27,4.4499998,8.3999996,0.63,274.98999,219.78999,281.98001,9.0500002,277.35001,7.3400002,7.3000002,7.5,0.07
4.1999998,2.6900001,6.5,0.6900000000000001,10.28,274.14001,60.459999,18.26,66.510002,7.9400001,7.9000001,8.1000004,0.059999999
5.5799999,3.95,7.6700001,0.6900000000000001,287.32999,231.86,295.44,10.25,200.17999,7.6599998,7.5999999,7.800000199999999,0.079999998
4.3400002,2.6900001,6.3800001,0.72000003,7.3600001,259.13,49.259998,16.25,76.830002,7.9099998,7.800000199999999,8.1000004,0.029999999
4.71,3.04,6.3800001,0.56999999,249.37,188.05,302.60001,14.22,99.900002,8.1499996,8.0,8.1999998,0.079999998
6.1500001,3.78,7.8899999,0.67000002,249.47,193.47,299.42001,12.18,410.78,7.3000002,7.25,7.4000001,0.0099999998
5.6199999,3.96,7.6300001,0.6900000000000001,260.22,200.14999,320.54999,12.71,282.54001,7.6399999,7.5999999,7.800000199999999,0.07
5.3499999,3.71,6.9499998,0.56999999,252.71001,204.07001,281.92001,12.13,160.10001,8.0100002,7.9000001,8.1999998,0.050000001
3.96,2.6500001,5.71,0.67000002,7.7600002,289.5,60.119999,17.08,53.470001,7.96,7.9000001,8.1000004,0.079999998
5.8899999,3.77,7.8299999,0.80000001,256.94,217.52,309.87,11.45,312.5,7.6399999,7.5999999,7.800000199999999,0.079999998
5.6799998,4.0,7.6100001,0.66000003,246.33,201.42999,306.69,12.76,274.57001,7.4000001,7.3000002,7.5,0.090000004
5.3499999,3.22,7.27,0.81999999,4.8200002,320.32001,61.16,13.03,221.53,7.8099999,7.6999998,7.9000001,0.090000004
5.6599998,4.0300002,8.3999996,0.73000002,243.59,177.14999,274.56,11.67,229.95,7.96,7.9000001,8.0,0.039999999
6.3400002,4.5700002,8.1800003,0.68000001,238.22,195.07001,292.92999,11.24,399.20999,7.3200002,7.3000002,7.5,0.050000001
5.6399999,4.1199999,8.1899996,0.73000002,258.48999,197.38,313.17999,13.37,265.73999,7.6999998,7.5999999,7.800000199999999,0.090000004
6.1700001,4.1900001,8.1999998,0.80000001,245.03,200.64,287.48001,11.61,319.95001,7.3000002,7.1999998,7.5,0.02
4.8099999,3.3099999,7.5,0.72000003,3.5799999,305.92999,59.720001,15.14,145.32001,7.800000199999999,7.6999998,7.9000001,0.090000004
5.96,3.8900001,8.6599998,1.01,239.89,209.88,302.37,12.44,294.78,7.6399999,7.5999999,7.800000199999999,0.079999998
5.52,3.5999999,7.6100001,0.60000002,244.37,198.07001,308.10999,11.88,214.67,7.96,7.9000001,8.0,0.039999999
5.8299999,4.0900002,7.79,0.7599999900000001,244.96001,204.39,289.39001,11.63,266.13,7.9400001,7.800000199999999,8.0,0.039999999
4.98,3.21,7.04,0.73000002,1.5,307.44,45.169998,15.13,142.77,7.6999998,7.6500001,7.800000199999999,0.0099999998
5.8299999,3.8699999,7.79,0.88,254.75999,205.89,291.29001,12.73,280.26999,7.5999999,7.550000199999999,7.5999999,0.0099999998
6.2399998,4.54,8.0600004,0.66000003,246.0,204.67999,274.04001,10.8,337.62,7.27,7.1999998,7.3000002,0.039999999
4.3200002,2.98,6.8299999,0.82999998,1.59,316.57001,58.32,16.309999,90.120003,7.7199998,7.5999999,7.9000001,0.050000001
5.1700001,3.1800001,6.9499998,0.77999997,256.88,212.69,305.88,13.42,198.48,7.5999999,7.550000199999999,7.800000199999999,0.02
4.8099999,3.3599999,6.3499999,0.54000002,242.78999,164.91,321.20999,14.11,116.31,7.9899998,7.800000199999999,8.0,0.02
6.5300002,4.5,8.9200001,0.68000001,251.64,219.09,280.70001,8.8999996,368.32001,7.21,7.1999998,7.3000002,0.029999999
4.79,3.01,7.4000001,0.94,258.01001,204.95,310.64001,14.54,133.92999,7.6399999,7.5999999,7.800000199999999,0.07
4.4000001,2.8499999,6.5599999,0.79000002,7.0500002,311.89001,52.380001,18.52,86.93,7.7199998,7.6999998,7.9000001,0.050000001
6.0700002,4.4899998,8.0100002,0.63999999,250.10001,210.34,298.88,11.07,297.42999,7.1999998,7.1999998,7.25,0.0099999998
5.29,3.3499999,7.2399998,0.74000001,249.27,200.00999,275.89999,12.0,181.07001,7.9699998,7.9000001,8.0,0.039999999
4.4899998,2.51,6.0900002,0.70999998,0.41999999,279.76001,53.950001,17.290001,93.360001,7.7199998,7.6999998,7.9000001,0.050000001
5.4099998,3.47,7.2199998,0.74000001,255.99001,210.00999,290.97,12.32,206.74001,7.5999999,7.550000199999999,7.5999999,0.0099999998
4.6500001,3.1700001,6.9899998,0.6900000000000001,238.14999,186.52,292.39999,15.97,108.03,7.9899998,7.9000001,8.0,0.029999999
6.23,4.2600002,7.8699999,0.68000001,251.21001,199.27,280.72,9.3800001,334.04001,7.1999998,7.1999998,7.25,0.0
5.25,3.51,7.4200001,0.75,242.02,203.35001,289.32001,12.19,184.86,7.9400001,7.9000001,8.0,0.039999999
5.7800002,4.3499999,7.6700001,0.63999999,249.34,206.56,283.95999,9.5900002,226.67999,7.21,7.1999998,7.3000002,0.029999999
4.54,3.1600001,7.02,0.70999998,359.62,266.97,57.93,16.129999,109.63,7.6999998,7.6999998,7.800000199999999,0.0099999998
4.5900002,3.1199999,7.1500001,0.77999997,254.71001,157.31,314.16,16.84,91.910004,7.5999999,7.5999999,7.6999998,0.0099999998
5.2800002,3.8,7.1999998,0.63999999,247.33,180.78999,288.29999,13.03,181.35001,7.9000001,7.800000199999999,8.0,0.0099999998
4.6900001,3.0599999,6.6100001,0.74000001,250.17999,173.96001,292.16,17.110001,91.300003,7.29,7.1999998,7.4000001,0.02
4.98,3.3699999,7.3299999,0.63,256.53,172.35001,296.06,15.25,142.44,7.5700002,7.5,7.5999999,0.039999999
3.98,1.41,6.5599999,0.8899999900000001,13.49,276.42999,66.199997,24.129999,43.919998,7.6999998,7.6500001,7.6999998,0.0099999998
5.5,3.79,7.6599998,0.77999997,243.55,155.8,282.04001,14.06,220.34,7.21,7.0999999,7.3000002,0.029999999
2.8499999,0.0,5.7800002,1.78,11.27,306.64001,108.07,19.950001,19.85,7.71,7.5999999,7.9000001,0.050000001
5.21,3.6300001,7.3099999,0.75,250.75,200.99001,310.28,14.24,178.39999,7.5,7.5,7.5999999,0.02
5.29,3.3800001,7.1300001,0.73000002,243.75999,153.82001,292.39001,14.7,184.59,7.8899999,7.6999998,7.9000001,0.039999999
4.5700002,3.45,6.2399998,0.57999998,255.89999,188.42999,291.81,61.52,89.769997,7.5,7.4000001,7.550000199999999,0.0099999998
3.6700001,1.72,5.8099999,0.98000002,8.8199997,324.07999,52.450001,14.12,0.92000002,7.6700001,7.5999999,7.6999998,0.029999999
5.23,3.0999999,7.3899999,0.63999999,246.50999,189.63,284.48001,13.06,173.08,7.8899999,7.6999998,7.9499998,0.029999999
5.6300001,3.49,7.8099999,0.8899999900000001,248.21001,187.27,281.45999,10.86,200.72,7.23,7.1999998,7.3000002,0.039999999
5.6900001,3.6500001,7.5700002,0.67000002,247.32001,193.98,286.79999,11.12,216.52,7.1999998,7.0999999,7.25,0.0099999998
4.54,3.04,6.4699998,0.63,257.31,212.95,306.29001,14.36,82.650002,7.5,7.4000001,7.5,0.0099999998
5.2800002,3.48,6.8899999,0.67000002,246.02,203.72,288.82001,12.78,168.75,7.9000001,7.800000199999999,7.9000001,0.02
4.27,2.9100001,5.7199998,0.61000001,6.3400002,322.82999,51.720001,14.3,82.82,7.6599998,7.5999999,7.6999998,0.039999999
4.9899998,3.6199999,6.8800001,0.58999997,240.86,158.60001,274.48001,13.84,134.02,7.8899999,7.6999998,7.9499998,0.02
4.4000001,3.1600001,6.1399999,0.64999998,1.37,273.07001,48.099998,15.34,92.889999,7.6900001,7.5999999,7.6999998,0.02
4.7199998,3.3399999,6.1100001,0.58999997,254.44,197.67,299.10999,12.55,106.5,7.5,7.5,7.550000199999999,0.0
5.4400001,3.8900001,7.21,0.58999997,246.87,210.56,281.20001,10.53,173.72,7.1999998,7.0,7.1999998,0.02
5.4899998,3.8,7.550000199999999,0.81999999,242.58,192.60001,305.98999,13.25,221.82001,7.1900001,7.0,7.25,0.029999999
4.3000002,3.2,5.73,0.54000002,4.3600001,309.79999,178.97,18.08,83.599998,7.6900001,7.5999999,7.6999998,0.02
5.48,3.74,7.3099999,0.58999997,242.85001,202.06,279.85999,12.42,218.47,7.8899999,7.6999998,7.9000001,0.039999999
6.0,4.0500002,8.3199997,0.79000002,251.78999,207.05,286.20001,11.12,346.04999,7.5,7.5,7.5,0.0
5.3800001,3.4200001,7.48,0.73000002,244.62,209.83,280.51001,13.04,207.39999,7.8899999,7.6999998,7.9000001,0.039999999
4.6599998,3.3099999,6.29,0.56999999,4.2600002,318.09,47.779999,14.71,122.75,7.6799998,7.5999999,7.6999998,0.029999999
5.8000002,4.25,7.6100001,0.69999999,244.34,199.27,283.56,11.77,266.88,7.1799998,7.0,7.25,0.050000001
5.6700001,3.74,7.8699999,0.73000002,253.07001,213.88,288.32999,11.89,262.94,7.5,7.5,7.550000199999999,0.0
6.1199999,4.5799999,8.4099998,0.91000003,243.64,170.14,275.45001,11.69,363.28,7.1599998,7.0,7.1999998,0.059999999
6.3899999,4.5900002,8.4399996,0.70999998,252.14999,211.44,284.64001,10.56,434.67001,7.5,7.4000001,7.5,0.0
5.7800002,3.74,7.7199998,0.63,246.17,210.99001,268.44,9.3800001,249.28,7.8800001,7.6999998,7.9000001,0.039999999
4.5,2.9100001,6.7800002,0.62,2.9300001,295.87,53.990002,14.82,92.830002,7.6799998,7.5999999,7.6999998,0.029999999
6.29,4.29,8.4099998,0.79000002,254.02,164.52,292.5,9.9399996,435.23001,7.5,7.4000001,7.5,0.0099999998
6.0300002,4.3200002,7.9699998,0.66000003,241.45,175.82001,280.28,11.53,322.31,7.1900001,7.0999999,7.1999998,0.02
5.9099998,4.4899998,7.4499998,0.60000002,245.07001,208.42999,278.41,10.24,300.26001,7.8899999,7.6999998,7.9000001,0.029999999
5.4099998,3.47,7.8099999,0.80000001,4.6900001,319.60001,48.32,12.28,214.32001,7.6100001,7.5999999,7.6999998,0.02
5.9899998,3.8,7.9099998,0.85000002,246.27,175.89,274.95001,11.66,292.23001,7.1999998,7.0999999,7.25,0.0
5.9400001,4.2600002,8.3800001,0.69999999,253.36,223.45,284.67999,9.5600004,303.89999,7.5,7.4000001,7.550000199999999,0.0099999998
5.7800002,4.1100001,8.2200003,0.76999998,6.6199999,327.35999,41.619999,10.89,282.54001,7.5999999,7.5999999,7.6500001,0.0
5.7399998,3.9100001,7.9299998,0.68000001,243.12,209.27,290.39001,10.93,269.10001,7.8800001,7.6999998,7.9000001,0.039999999
5.5799999,3.8900001,7.4899998,0.74000001,3.8,323.62,47.630001,11.56,273.81,7.5999999,7.5999999,7.5999999,0.0
5.7199998,3.6700001,7.3000002,0.60000002,240.39,204.85001,287.38,10.31,274.97,7.8699999,7.6500001,7.9000001,0.050000001
5.8699999,4.3400002,8.1899996,0.68000001,241.7,203.97,274.89999,159.88,297.04999,7.1999998,7.0999999,7.1999998,0.0099999998
5.96,4.04,7.7399998,0.69999999,252.2,144.45,310.62,11.44,318.51999,7.5,7.4000001,7.5,0.02
5.2399998,3.98,7.0999999,0.61000001,239.59,202.42999,284.38,12.66,178.45,7.1999998,7.0,7.1999998,0.02
5.8600001,4.21,7.3099999,0.56,249.05,168.14,280.75,10.6,309.22,7.5,7.4000001,7.5,0.02
5.6500001,4.1700001,7.1300001,0.60000002,241.92,195.89999,292.79001,11.01,250.94,7.8099999,7.6999998,7.9000001,0.079999998
5.7399998,3.6800001,7.79,0.72000003,3.49,316.89999,36.48,10.38,318.29001,7.5999999,7.5999999,7.6500001,0.0
5.0700002,3.6800001,6.6500001,0.62,239.45,194.12,284.95999,11.64,164.3,7.77,7.6999998,7.9000001,0.07
5.54,4.1199999,7.0700002,0.60000002,239.57001,197.37,275.01001,11.71,216.10001,7.0799999,7.0,7.1999998,0.090000004
5.2199998,3.6900001,6.7800002,0.61000001,249.13,182.21001,340.76001,13.53,204.21001,7.5,7.4000001,7.5,0.0
5.8499999,4.27,7.3299999,0.57999998,2.5999999,321.64001,40.32,9.7399998,323.91,7.5999999,7.5999999,7.5999999,0.0
5.48,3.74,7.5,0.63999999,4.8400002,327.59,45.049999,11.41,251.66,7.5999999,7.5,7.5999999,0.0
5.4299998,3.78,7.02,0.58999997,245.89999,198.22,291.16,12.43,193.03,7.04,7.0,7.1999998,0.059999999
5.0300002,3.6500001,6.71,0.61000001,244.58,195.11,280.62,12.28,156.89,7.8600001,7.6999998,7.9000001,0.059999999
5.1799998,3.3399999,6.9499998,0.63,254.17,185.92,294.91,12.28,176.85001,7.5,7.5,7.550000199999999,0.0
4.9699998,3.6199999,6.3000002,0.5,2.0999999,285.31,69.589996,12.89,158.63,7.5999999,7.5999999,7.6500001,0.0
5.29,3.79,6.6999998,0.58999997,249.45,199.12,342.22,13.95,172.92999,7.4899998,7.3000002,7.5,0.039999999
4.75,2.97,6.6500001,0.76999998,239.96001,189.85001,291.76001,13.27,121.55,7.8699999,7.6999998,7.9000001,0.050000001
5.9699998,3.5599999,8.3299999,0.80000001,243.13,204.75,273.67999,11.11,289.0,7.0300002,6.9000001,7.1999998,0.059999999
4.7800002,3.3699999,7.1999998,0.61000001,247.14,91.239998,299.62,15.62,120.95,7.4200001,7.3000002,7.5,0.07
4.4099998,2.96,6.0799999,0.70999998,358.45999,296.60999,73.93,15.58,104.24,7.5999999,7.5999999,7.6500001,0.0
4.71,3.49,6.4299998,0.50999999,236.23,181.38,277.41,13.53,112.18,7.8899999,7.6999998,7.9000001,0.039999999
5.2600002,3.8399999,7.0100002,0.56999999,239.39999,196.96001,278.26999,12.11,179.7,7.04,7.0,7.1999998,0.059999999
4.7199998,3.5799999,6.5799999,0.49000001,230.60001,153.50999,294.57001,14.1,100.17,7.1199999,7.0,7.1999998,0.079999998
4.5799999,3.1400001,6.6500001,0.56,241.17999,145.05,284.32001,13.78,104.81,7.46,7.3000002,7.5,0.059999999
4.5700002,3.0699999,6.02,0.54000002,229.05,176.49001,307.22,14.64,88.43,7.800000199999999,7.6999998,7.9000001,0.079999998
4.1900001,2.76,5.6799998,0.60000002,350.85001,287.38,82.18,15.23,63.740002,7.5999999,7.5999999,7.6500001,0.0099999998
4.3499999,2.9000001,6.4099998,0.64999998,352.73001,299.06,40.82,14.74,91.510002,7.5999999,7.5999999,7.6500001,0.0
4.4400001,3.22,5.8400002,0.51999998,232.10001,190.08,282.57999,14.28,81.160004,7.1999998,7.0,7.1999998,0.02
4.4000001,3.3399999,6.0799999,0.46000001,240.87,149.14999,334.92001,14.41,87.32,7.4899998,7.3000002,7.5,0.029999999
4.1199999,3.04,5.5,0.56,230.49001,185.2,319.98001,15.32,55.040001,7.7199998,7.6999998,7.9000001,0.039999999
4.4000001,3.3199999,5.9200001,0.47999999,231.21001,172.53,315.45001,14.77,71.389999,7.1999998,7.1999998,7.25,0.0099999998
4.4699998,3.3599999,6.1300001,0.52999997,242.02,180.50999,312.95999,14.59,91.739998,7.48,7.3000002,7.5,0.039999999
4.2399998,2.8399999,5.8699999,0.55000001,357.25,314.12,51.189999,13.54,85.870003,7.5999999,7.5,7.5999999,0.0099999998
4.48,3.1900001,6.3000002,0.57999998,231.03999,189.69,263.20001,12.83,86.800003,7.6999998,7.6999998,7.6999998,0.0
4.8200002,3.3399999,6.1199999,0.50999999,230.17999,183.83,327.20001,13.53,110.13,7.1900001,7.0,7.25,0.039999999
4.75,3.6099999,6.2600002,0.52999997,231.52,187.95,284.70999,13.1,117.57,7.6999998,7.6500001,7.6999998,0.0
4.5900002,3.54,6.9899998,0.56,240.03999,201.81,317.01001,13.1,101.33,7.46,7.3000002,7.5,0.059999999
4.7399998,3.46,6.52,0.56999999,354.09,298.26999,50.779999,12.79,124.01,7.5100002,7.4000001,7.5999999,0.079999998
4.9000001,3.6800001,6.4499998,0.54000002,240.56,209.19,281.72,11.79,150.66,7.3600001,7.3000002,7.5,0.07
4.6300001,3.0599999,6.5900002,0.63999999,234.46001,187.72,304.34,14.81,101.18,7.04,7.0,7.1999998,0.059999999
4.4699998,3.25,6.1999998,0.51999998,230.16,178.28,291.10001,15.49,94.510002,7.6999998,7.6500001,7.6999998,0.0
4.8400002,3.3699999,6.5999999,0.55000001,354.56,323.98999,33.889999,11.11,145.84,7.4200001,7.4000001,7.5999999,0.039999999
4.8600001,3.46,6.5300002,0.55000001,234.3,167.17,288.17001,13.28,124.7,7.0,6.9000001,7.0,0.02
4.6599998,3.22,6.6500001,0.62,242.89999,190.10001,298.51001,171.19,129.41,7.3600001,7.3000002,7.5,0.079999998
4.3499999,0.0,6.3499999,0.88,232.37,167.00999,284.51001,14.83,99.110001,7.6999998,7.6500001,7.9000001,0.02
4.5100002,3.1500001,6.0799999,0.57999998,354.92999,299.12,39.119999,12.41,116.76,7.4400001,7.4000001,7.5999999,0.059999999
3.8499999,2.9100001,5.1700001,0.44999999,234.89,171.62,299.98999,16.0,41.650002,7.7399998,7.6999998,7.9000001,0.059999999
4.4200001,3.1900001,5.9699998,0.56,234.19,178.94,284.54001,14.26,80.870003,7.0,6.9000001,7.1999998,0.02
3.8900001,1.71,5.8699999,0.68000001,355.07999,313.92999,69.330002,15.07,49.75,7.550000199999999,7.4000001,7.5999999,0.07
4.1199999,1.54,5.6799998,0.57999998,243.52,197.60001,294.89001,14.1,56.900002,7.3299999,7.3000002,7.5,0.050000001
3.76,2.6900001,5.1799998,0.47999999,356.48001,298.59,58.380001,17.809999,36.470001,7.5999999,7.4000001,7.5999999,0.02
4.4099998,3.1800001,5.6900001,0.51999998,245.19,175.33,335.87,15.68,73.769997,7.3000002,7.25,7.4000001,0.0099999998
4.23,2.8099999,5.8699999,0.56999999,235.47,192.31,300.23999,13.88,71.040001,7.71,7.6999998,7.9000001,0.029999999
4.4200001,2.98,5.9000001,0.50999999,238.16,186.67,297.64001,15.02,75.089996,7.0300002,7.0,7.1999998,0.059999999
4.2800002,3.0799999,6.0700002,0.47999999,229.61,170.53,289.37,15.19,76.529999,7.6999998,7.6999998,7.6999998,0.0
4.5100002,3.1800001,6.1599998,0.57999998,234.84,174.81,291.82999,14.85,87.32,7.0300002,7.0,7.1999998,0.059999999
4.1999998,3.0799999,6.0100002,0.47999999,240.88,154.32001,292.12,14.57,64.790001,7.3000002,7.25,7.3000002,0.0
4.0900002,1.5599999,5.98,0.81999999,353.32001,233.49001,65.300003,16.690001,77.989998,7.5300002,7.4000001,7.5999999,0.090000004
4.8299999,2.8499999,6.7199998,0.81,249.08,180.60001,40.279999,15.47,127.43,7.25,7.1999998,7.3000002,0.039999999
4.4200001,3.27,6.3499999,0.55000001,2.26,302.62,39.16,13.44,98.660004,7.4000001,7.4000001,7.5999999,0.02
4.8499999,3.3599999,7.04,0.64999998,242.17,183.7,284.45999,15.38,116.66,6.9899998,6.8000002,7.0999999,0.029999999
4.6599998,3.4300001,6.4400001,0.49000001,240.14999,176.46001,311.79001,14.54,110.53,7.6599998,7.5999999,7.6999998,0.050000001
5.6100001,4.23,7.1700001,0.56999999,244.12,186.23,276.62,12.0,219.64,6.8699999,6.8000002,7.0,0.079999998
4.71,3.1400001,6.8099999,0.6900000000000001,256.13,201.91,296.75,12.05,109.03,7.21,7.1999998,7.3000002,0.029999999
3.48,0.0,5.6599998,1.35,5.73,300.14999,62.68,16.389999,47.25,7.4200001,7.4000001,7.5999999,0.050000001
4.3000002,3.03,5.4299998,0.44,244.14999,179.24001,300.32999,15.71,60.419998,7.6100001,7.5999999,7.6999998,0.02
5.3200002,3.5599999,7.3899999,0.6900000000000001,252.58,203.91,288.23001,13.46,191.5,7.1999998,7.0,7.3000002,0.02
4.7199998,3.0,7.0,0.80000001,245.13,198.8,284.29001,13.83,125.93,7.5,7.4000001,7.5999999,0.090000004
4.6900001,1.85,7.3800001,1.15,10.8,307.62,68.830002,16.73,127.51,7.3699999,7.3000002,7.5,0.050000001
